Student_ID,Gender,Parental_Education,Lunch_Type,Test_Prep,Extracurricular,Internet_Access,Study_Hours_Per_Day,Attendance_Percentage,Sleep_Hours,Math_Score,Reading_Score,Writing_Score,Average_Score,Result,Grade
1467,Male,High School,Free/Reduced,Completed,No,Yes,3.1,84.7,7.7,85.0,84.0,68.8,79.3,Pass,B
1468,Female,High School,Free/Reduced,Completed,Yes,No,3.5,80.5,6.4,65.1,74.9,74.8,71.6,Pass,B
1469,Female,Bachelor's,Free/Reduced,None,No,No,3.1,75.2,8.4,66.4,60.1,53.4,60.0,Pass,D
1470,Male,Master's,Free/Reduced,None,Yes,Yes,1.7,91.8,6.0,80.8,79.8,82.0,80.9,Pass,A
1471,Female,Bachelor's,Standard,Completed,Yes,Yes,5.4,87.3,8.8,99.3,98.3,96.1,97.9,Pass,A
1472,Female,Some College,Free/Reduced,None,No,Yes,3.4,82.1,5.0,61.6,54.1,54.6,56.8,Pass,D
1473,Female,Some College,Standard,Completed,Yes,No,3.6,83.7,7.5,59.0,67.5,60.1,62.2,Pass,C
1474,Female,Bachelor's,Standard,None,No,Yes,4.8,100.0,4.3,93.7,90.8,86.4,90.3,Pass,A
1475,Female,Some College,Free/Reduced,None,Yes,Yes,5.6,78.1,8.8,74.0,77.2,74.8,75.3,Pass,B
1476,Female,Some College,Free/Reduced,Completed,Yes,Yes,4.1,79.7,6.7,70.0,79.0,70.4,73.2,Pass,B
1477,Female,Bachelor's,Standard,Completed,Yes,Yes,5.5,76.8,,88.8,86.2,93.5,89.5,Pass,A
1478,Female,High School,Standard,Completed,No,Yes,2.4,79.3,6.0,76.6,85.6,76.3,79.5,Pass,B
1479,Female,Some College,Standard,None,No,Yes,3.0,90.5,7.1,65.4,81.1,76.6,74.4,Pass,B
1480,Male,Associate's,Standard,None,Yes,Yes,6.9,89.8,5.5,78.6,95.0,85.2,86.3,Pass,A
1481,Female,Some College,Standard,None,No,Yes,6.9,98.1,5.6,90.9,98.3,87.7,92.3,Pass,A
1482,Male,Some College,Standard,Completed,No,Yes,8.9,86.8,9.1,88.9,95.7,89.2,91.3,Pass,A
1483,Male,High School,Standard,Completed,No,Yes,3.9,84.8,5.2,65.3,72.9,76.4,71.5,Pass,B
1484,Male,Some College,Free/Reduced,None,Yes,No,3.8,75.3,6.8,59.1,62.1,48.7,56.6,Pass,D
1485,Female,High School,Standard,None,Yes,No,0.0,60.3,,34.5,47.4,46.3,42.7,Pass,E
1486,Female,Bachelor's,Standard,None,No,Yes,7.3,99.9,6.6,97.8,94.8,87.8,93.5,Pass,A
1487,Female,Bachelor's,Free/Reduced,Completed,No,Yes,7.7,81.4,5.9,96.7,100.0,100.0,98.9,Pass,A
1488,Male,High School,Free/Reduced,Completed,Yes,Yes,5.7,68.8,8.6,87.3,82.4,84.0,84.5,Pass,A
1489,Female,Some College,Standard,None,No,Yes,0.0,90.1,4.2,74.9,78.9,81.0,78.3,Pass,B
1490,Female,High School,Free/Reduced,None,No,Yes,3.1,99.2,9.3,69.5,72.8,65.1,69.1,Pass,C
1491,Female,Associate's,Standard,None,Yes,No,1.1,74.1,6.6,57.2,64.0,48.6,56.6,Pass,D
1492,Female,Bachelor's,Standard,None,No,No,3.0,85.0,9.1,88.7,94.4,84.8,89.3,Pass,A
1493,Male,Master's,Free/Reduced,Completed,Yes,Yes,8.1,84.9,5.0,100.0,94.9,100.0,98.3,Pass,A
1494,Female,Bachelor's,Standard,None,Yes,No,2.7,96.4,7.8,74.7,66.8,63.9,68.5,Pass,C
1495,Male,High School,Standard,None,Yes,No,7.5,84.6,5.7,98.9,100.0,93.0,97.3,Pass,A
1496,Female,Associate's,Standard,None,No,Yes,8.0,100.0,7.3,84.5,100.0,91.6,92.0,Pass,A
1497,Female,Bachelor's,Standard,None,No,Yes,3.2,75.5,6.0,70.5,74.1,61.4,68.7,Pass,C
1498,Male,Bachelor's,Standard,None,Yes,Yes,1.0,89.6,6.6,61.6,69.3,62.2,64.4,Pass,C
1499,Male,Bachelor's,Standard,None,No,No,4.9,77.7,7.0,74.9,70.4,75.9,73.7,Pass,B
1500,Female,Bachelor's,Free/Reduced,None,No,No,6.9,70.6,6.5,78.2,77.5,75.8,77.1,Pass,B
1501,Male,Associate's,Free/Reduced,Completed,No,No,3.0,51.8,9.2,73.7,59.8,59.7,64.4,Pass,C
1502,Male,Associate's,Standard,None,No,Yes,5.1,100.0,6.8,85.5,77.7,87.5,83.5,Pass,A
1503,Male,Some College,Free/Reduced,None,Yes,Yes,5.2,66.1,,69.0,83.2,60.4,70.9,Pass,B
1504,Male,Some College,Standard,Completed,No,Yes,2.5,92.0,8.7,69.8,73.2,68.5,70.5,Pass,B
1505,Female,Bachelor's,Standard,None,Yes,No,5.7,77.6,7.3,76.8,85.8,83.5,82.0,Pass,A
1506,Male,Some College,Standard,None,No,Yes,7.9,100.0,5.5,100.0,100.0,100.0,100.0,Pass,A
1507,Male,Master's,Standard,None,Yes,No,6.2,94.1,5.9,85.5,85.0,77.5,82.7,Pass,A
1508,Male,High School,Standard,Completed,Yes,Yes,5.2,90.1,8.5,86.0,91.2,88.7,88.6,Pass,A
1509,Female,Associate's,Free/Reduced,None,Yes,Yes,3.5,78.4,8.2,63.3,66.9,60.5,63.6,Pass,C
1510,Male,Associate's,Free/Reduced,None,Yes,No,6.3,72.6,8.1,67.6,70.4,70.1,69.3,Pass,C
1511,Male,High School,Free/Reduced,None,Yes,Yes,6.0,96.9,6.8,60.5,68.7,64.7,64.7,Pass,C
1512,Female,Bachelor's,Free/Reduced,Completed,No,Yes,4.3,99.4,8.3,76.6,89.7,84.9,83.7,Pass,A
1513,Male,Master's,Standard,None,Yes,Yes,7.4,69.5,6.4,89.9,90.9,87.6,89.4,Pass,A
1514,Male,High School,Standard,None,Yes,No,6.7,79.2,7.7,90.4,93.1,96.2,93.2,Pass,A
1515,Female,High School,Standard,None,Yes,No,3.1,59.8,5.8,60.2,68.4,64.6,64.4,Pass,C
1516,Female,Associate's,Standard,None,Yes,Yes,6.8,100.0,7.6,90.3,88.1,88.4,88.9,Pass,A
1517,Male,High School,Standard,None,No,Yes,10.6,96.2,7.8,92.2,98.5,100.0,96.9,Pass,A
1518,Male,Master's,Standard,None,No,Yes,3.4,74.7,6.1,44.7,48.3,49.0,47.3,Pass,E
1519,Female,Some College,Standard,None,No,Yes,6.0,100.0,6.6,94.3,93.5,81.0,89.6,Pass,A
1520,Female,High School,Standard,Completed,No,Yes,5.3,86.6,5.8,76.8,88.6,69.8,78.4,Pass,B
1521,Female,High School,Free/Reduced,None,Yes,Yes,6.6,89.9,7.4,84.7,100.0,85.5,90.1,Pass,A
1522,Male,Bachelor's,Standard,None,Yes,Yes,4.7,70.5,4.6,62.7,78.5,56.3,65.8,Pass,C
1523,Male,Some College,Free/Reduced,None,Yes,Yes,2.7,100.0,7.1,81.6,80.3,72.9,78.3,Pass,B
1524,Female,High School,Standard,None,Yes,Yes,6.7,81.1,8.3,71.6,78.2,61.1,70.3,Pass,B
1525,Female,Associate's,Standard,Completed,No,No,6.1,89.1,8.8,92.1,82.0,87.1,87.1,Pass,A
1526,Female,Associate's,Free/Reduced,None,Yes,No,2.1,72.5,5.1,57.1,57.6,52.4,55.7,Pass,D
1527,Female,Some College,Standard,Completed,No,Yes,3.5,74.0,5.0,81.2,85.1,73.5,79.9,Pass,B
1528,Female,Some College,Standard,None,No,Yes,3.3,81.3,5.2,54.8,58.8,48.8,54.1,Pass,D
1529,Female,Bachelor's,Free/Reduced,None,Yes,Yes,7.1,100.0,7.0,100.0,100.0,100.0,100.0,Pass,A
1530,Female,Bachelor's,Standard,Completed,Yes,No,4.3,73.9,6.7,72.3,85.8,72.8,77.0,Pass,B
1531,Female,High School,Standard,None,Yes,Yes,8.0,70.5,5.0,74.7,84.4,84.3,81.1,Pass,A
1532,Male,Some College,Free/Reduced,None,Yes,No,3.7,85.8,8.0,44.4,55.1,54.2,51.2,Pass,D
1533,Male,High School,Free/Reduced,None,Yes,No,6.0,73.5,5.8,71.6,76.6,73.1,73.8,Pass,B
1534,Male,Bachelor's,Free/Reduced,Completed,No,Yes,3.7,76.4,6.8,75.4,73.2,65.3,71.3,Pass,B
1535,Female,Some College,Free/Reduced,Completed,No,Yes,2.6,78.2,6.7,64.4,71.4,53.5,63.1,Pass,C
1536,Female,Some College,Standard,None,Yes,Yes,6.8,82.0,8.6,72.0,85.6,62.7,73.5,Pass,B
1537,Male,High School,Standard,None,No,No,5.6,86.4,6.4,60.8,75.5,71.8,69.3,Pass,C
1538,Male,Associate's,Standard,None,No,Yes,3.4,73.3,7.8,77.3,81.5,85.0,81.3,Pass,A
1539,Female,Some College,Free/Reduced,Completed,Yes,Yes,2.5,87.8,3.3,61.0,64.0,51.7,58.9,Pass,D
1540,Female,Some College,Standard,Completed,Yes,Yes,1.9,85.4,7.3,78.8,84.2,64.5,75.8,Pass,B
1541,Male,High School,Free/Reduced,None,No,Yes,8.1,74.3,6.2,93.1,89.4,84.1,88.9,Pass,A
1542,Female,Some College,Free/Reduced,None,Yes,Yes,8.1,82.3,8.0,64.3,74.2,79.3,72.6,Pass,B
1543,Male,High School,Standard,Completed,Yes,Yes,6.1,90.2,6.5,90.0,98.9,94.0,94.3,Pass,A
1544,Male,Associate's,Free/Reduced,None,Yes,No,5.5,92.1,9.5,91.8,100.0,92.8,94.8,Pass,A
1545,Male,Associate's,Standard,Completed,Yes,Yes,3.9,86.1,8.5,78.2,81.0,83.3,80.8,Pass,A
1546,Female,Bachelor's,Standard,None,No,No,6.4,78.7,7.9,80.6,94.0,92.7,89.1,Pass,A
1547,Female,High School,Standard,None,No,Yes,4.9,72.6,5.5,90.8,97.2,92.9,93.6,Pass,A
1548,Male,Some College,Standard,Completed,Yes,Yes,5.3,92.1,5.1,100.0,93.4,80.1,91.2,Pass,A
1549,Female,Bachelor's,Standard,None,Yes,Yes,8.9,72.3,5.7,100.0,87.9,76.6,88.2,Pass,A
1550,Female,High School,Free/Reduced,Completed,No,Yes,4.4,89.8,6.1,84.9,76.8,73.2,78.3,Pass,B
1551,Male,Associate's,Standard,None,Yes,Yes,2.9,85.5,7.2,71.4,87.4,63.3,74.0,Pass,B
1552,Female,Bachelor's,Standard,None,Yes,Yes,4.5,92.8,7.2,78.3,83.3,85.9,82.5,Pass,A
1553,Male,Some College,Standard,None,Yes,Yes,3.8,82.0,4.4,59.8,75.2,71.3,68.7,Pass,C
1554,Male,High School,Standard,None,No,Yes,5.6,81.8,5.6,80.5,91.2,85.7,85.8,Pass,A
1555,Male,High School,Standard,None,Yes,No,4.6,83.4,7.5,69.3,71.8,66.3,69.2,Pass,C
1556,Male,Bachelor's,Standard,None,No,No,4.9,97.7,,97.6,98.0,82.0,92.5,Pass,A
1557,Male,Some College,Free/Reduced,None,No,Yes,0.4,68.9,6.8,36.0,52.6,45.5,44.7,Pass,E
1558,Male,Some College,Standard,None,No,No,5.3,69.6,7.3,59.7,55.6,62.0,59.1,Pass,D
1559,Male,Bachelor's,Standard,None,Yes,Yes,6.2,100.0,6.3,100.0,98.8,95.1,98.0,Pass,A
1560,Male,Master's,Standard,None,No,Yes,6.0,74.5,6.3,86.0,80.3,75.2,80.5,Pass,A
1561,Male,Bachelor's,Standard,Completed,Yes,Yes,7.9,67.4,6.2,100.0,100.0,100.0,100.0,Pass,A
1562,Male,Bachelor's,Standard,Completed,No,No,1.1,79.6,7.1,66.0,65.5,61.1,64.2,Pass,C
1563,Female,High School,Standard,None,No,Yes,4.2,93.4,7.5,56.7,66.8,75.2,66.2,Pass,C
1564,Male,High School,Free/Reduced,None,No,Yes,3.0,82.1,6.5,66.5,62.4,57.9,62.2,Pass,C
1565,Male,Associate's,Standard,Completed,No,Yes,4.7,70.4,4.9,74.7,83.1,69.6,75.8,Pass,B
1566,Male,Some College,Free/Reduced,None,Yes,No,1.6,93.8,7.5,72.2,75.4,53.1,66.9,Pass,C
1567,Male,High School,Standard,None,No,No,0.3,100.0,6.6,57.4,69.4,56.1,60.9,Pass,C
1568,Male,Some College,Standard,None,Yes,Yes,4.5,78.2,8.4,71.2,81.7,77.3,76.7,Pass,B
1569,Female,Bachelor's,Standard,None,No,Yes,4.4,95.4,6.2,96.1,91.0,81.2,89.4,Pass,A
1570,Female,Master's,Standard,Completed,No,Yes,7.2,80.6,5.6,94.7,90.2,89.1,91.3,Pass,A
1571,Female,Master's,Free/Reduced,Completed,Yes,Yes,6.2,84.4,5.5,99.3,100.0,90.9,96.7,Pass,A
1572,Female,Some College,Standard,None,Yes,Yes,1.5,68.2,7.0,60.6,77.0,66.5,68.0,Pass,C
1573,Female,High School,Free/Reduced,None,No,Yes,2.6,84.0,6.8,60.9,73.1,59.6,64.5,Pass,C
1574,Female,High School,Free/Reduced,None,No,Yes,4.5,91.0,7.4,67.1,75.9,77.6,73.5,Pass,B
1575,Male,High School,Standard,None,No,Yes,3.2,84.2,7.9,63.3,66.1,54.2,61.2,Pass,C
1576,Male,Bachelor's,Standard,None,No,Yes,1.4,92.8,6.2,86.7,87.3,98.2,90.7,Pass,A
1577,Female,Master's,Standard,Completed,No,No,7.3,92.1,6.4,100.0,100.0,100.0,100.0,Pass,A
1578,Female,Master's,Standard,None,No,Yes,2.5,100.0,6.5,75.7,75.3,61.9,71.0,Pass,B
1579,Male,Bachelor's,Standard,None,No,Yes,5.6,93.6,7.2,88.0,94.4,92.0,91.5,Pass,A
1580,Female,Bachelor's,Free/Reduced,None,No,Yes,3.4,81.9,8.3,59.8,61.4,66.8,62.7,Pass,C
1581,Male,High School,Standard,Completed,No,No,6.5,68.8,7.3,74.1,97.0,84.0,85.0,Pass,A
1582,Male,High School,Free/Reduced,None,Yes,No,5.0,90.7,7.6,46.9,40.9,66.0,51.3,Pass,D
1583,Male,Bachelor's,Standard,None,No,Yes,4.6,89.7,6.3,77.7,76.5,79.0,77.7,Pass,B
1584,Male,Associate's,Free/Reduced,Completed,Yes,Yes,3.2,75.9,8.6,75.0,72.3,68.1,71.8,Pass,B
1585,Female,Bachelor's,Standard,None,No,Yes,8.1,89.3,4.3,91.8,100.0,100.0,97.3,Pass,A
1586,Female,Associate's,Standard,None,No,Yes,5.1,95.6,6.2,69.8,71.7,78.7,73.4,Pass,B
1587,Male,Associate's,Standard,Completed,No,No,0.9,88.5,7.9,82.5,86.1,68.7,79.1,Pass,B
1588,Male,High School,Standard,None,No,No,2.8,78.4,6.5,66.5,72.4,52.4,63.8,Pass,C
1589,Male,High School,Standard,None,Yes,No,6.7,100.0,5.1,69.0,65.1,75.4,69.8,Pass,C
1590,Male,Associate's,Standard,None,No,No,4.0,98.6,7.0,63.5,72.1,71.9,69.2,Pass,C
1591,Female,Associate's,Standard,None,No,Yes,7.4,79.7,6.3,83.2,87.9,81.3,84.2,Pass,A
1592,Male,Master's,Standard,None,Yes,No,3.7,85.3,8.0,67.7,87.6,67.7,74.3,Pass,B
1593,Male,Some College,Standard,Completed,Yes,No,2.6,85.9,4.9,72.8,86.9,79.8,79.8,Pass,B
1594,Female,Bachelor's,Standard,Completed,No,Yes,5.8,84.7,8.4,83.7,95.3,80.3,86.4,Pass,A
1595,Female,Associate's,Free/Reduced,None,Yes,Yes,5.3,63.6,5.7,33.6,46.4,41.9,40.6,Pass,E
1596,Female,Associate's,Standard,Completed,No,Yes,6.3,85.9,6.1,81.1,86.1,88.5,85.3,Pass,A
1597,Male,Bachelor's,Standard,None,No,Yes,7.6,73.1,7.6,89.3,80.3,78.5,82.7,Pass,A
1598,Female,High School,Standard,None,Yes,No,9.1,100.0,6.0,100.0,100.0,92.1,97.4,Pass,A
1599,Female,Master's,Standard,None,No,No,7.9,89.9,6.7,92.6,100.0,100.0,97.5,Pass,A
